id,price
15443,610194.94
15444,555784.8
15445,494177.22
15446,476716.84
15447,521850.7
15448,524570.44
15449,378145.47
15450,504567.25
15451,334767.53
15452,381803.78
15453,866120.8
15454,711383.06
15455,277027.16
15456,298771.84
15457,368888.97
15458,397907.25
15459,655578.7
15460,355027.84
15461,734017.06
15462,323795.9
15463,328737.66
15464,588393.1
15465,286533.28
15466,349032.78
15467,399379.6
15468,519709.03
15469,395304.84
15470,248218.16
15471,454006.4
15472,355270.38
15473,318302.1
15474,253375.38
15475,523756.75
15476,517963.06
15477,670147.56
15478,262547.34
15479,580258.8
15480,281475.75
15481,626818.3
15482,284685.03
15483,327763.6
15484,510778.72
15485,526444.6
15486,298652.47
15487,412584.84
15488,491586.78
15489,403468.16
15490,545829.94
15491,381710.84
15492,242109.95
15493,478037.72
15494,387045.6
15495,316796.16
15496,500728.0
15497,277209.78
15498,331090.47
15499,289790.12
15500,308472.06
15501,289349.3
15502,279227.97
15503,242813.53
15504,217587.27
15505,343566.03
15506,444126.9
15507,557296.3
15508,377246.66
15509,353044.62
15510,400045.88
15511,398390.1
15512,364436.7
15513,339372.6
15514,336390.66
15515,969549.8
15516,269394.6
15517,270475.38
15518,335174.25
15519,363422.1
15520,309872.97
15521,340410.78
15522,459189.66
15523,911098.0
15524,401545.5
15525,325140.34
15526,472941.03
15527,491936.1
15528,464441.1
15529,866439.2
15530,560187.8
15531,388224.03
15532,346126.22
15533,346793.12
15534,327443.4
15535,591573.2
15536,185072.73
15537,245036.98
15538,470267.88
15539,350354.28
15540,444771.28
15541,355159.38
15542,262912.3
15543,797538.06
15544,787833.8
15545,582539.9
15546,599208.56
15547,555176.44
15548,526103.94
15549,617589.56
15550,319542.5
15551,321447.4
15552,1128308.1
15553,346348.6
15554,534784.1
15555,532476.75
15556,652075.94
15557,246498.62
15558,373358.16
15559,536327.06
15560,350542.62
15561,657876.7
15562,394913.4
15563,462038.28
15564,328830.47
15565,450232.8
15566,773877.1
15567,530832.75
15568,469202.03
15569,334687.16
15570,102257.06
15571,466944.94
15572,383906.4
15573,556585.8
15574,315427.62
15575,317604.9
15576,229291.36
15577,364877.34
15578,414039.6
15579,380078.28
15580,398732.56
15581,217258.69
15582,276120.94
15583,286849.6
15584,218954.86
15585,205042.45
15586,570114.8
15587,461982.12
15588,546388.94
15589,422124.34
15590,1098943.5
15591,510341.75
15592,326721.94
15593,416022.16
15594,344426.9
15595,518255.6
15596,459838.0
15597,541431.0
15598,470796.22
15599,465096.47
15600,309230.1
15601,820651.9
15602,532452.7
15603,346780.88
15604,316798.16
15605,1226290.9
15606,284951.28
15607,303221.03
15608,437237.97
15609,489082.53
15610,701198.25
15611,939841.9
15612,668998.7
15613,421066.6
15614,503973.72
15615,439890.53
15616,248986.11
15617,385226.38
15618,484553.6
15619,2053335.4
15620,542503.3
15621,337531.03
15622,364584.22
15623,488538.44
15624,255768.95
15625,850652.7
15626,364573.12
15627,225793.19
15628,580715.44
15629,490058.3
15630,248546.02
15631,311820.97
15632,306666.6
15633,803054.7
15634,2478118.2
15635,568794.4
15636,511948.7
15637,377192.66
15638,646141.44
15639,940073.75
15640,278776.8
15641,824085.8
15642,440993.6
15643,303728.84
15644,431025.22
15645,261225.61
15646,382985.1
15647,236939.45
15648,255147.61
15649,331242.78
15650,316395.75
15651,273214.34
15652,542550.44
15653,667237.9
15654,257550.08
15655,370530.25
15656,457843.78
15657,996908.8
15658,235367.94
15659,947739.44
15660,398361.66
15661,1182041.1
15662,563502.1
15663,527678.9
15664,206499.89
15665,417944.7
15666,739128.0
15667,310770.78
15668,387351.28
15669,442965.47
15670,395053.2
15671,331573.88
15672,246793.16
15673,423714.78
15674,305497.78
15675,553740.56
15676,881260.06
15677,236756.69
15678,237274.02
15679,433284.3
15680,488977.28
15681,1306660.6
15682,335369.4
15683,787751.1
15684,335389.03
15685,824221.3
15686,730237.94
15687,249938.02
15688,582297.0
15689,391896.47
15690,332610.4
15691,191074.27
15692,723770.06
15693,291916.28
15694,300049.0
15695,919528.0
15696,534961.06
15697,341878.22
15698,449973.12
15699,263083.4
15700,569802.56
15701,364680.94
15702,258233.69
15703,279146.66
15704,756693.44
15705,358184.03
15706,753394.75
15707,805401.06
15708,750948.4
15709,508313.44
15710,344494.2
15711,836786.94
15712,351018.88
15713,283754.56
15714,316552.34
15715,332960.25
15716,1178565.4
15717,449716.84
15718,369871.72
15719,307316.34
15720,950581.2
15721,474844.47
15722,748541.56
15723,732196.56
15724,270602.25
15725,291789.88
15726,821412.06
15727,366080.47
15728,532113.06
15729,406014.34
15730,280106.72
15731,290822.22
15732,466433.44
15733,510622.34
15734,592405.3
15735,526119.2
15736,705119.6
15737,394323.4
15738,473396.8
15739,347716.25
15740,678718.8
15741,432492.06
15742,540847.5
15743,461926.97
15744,911934.6
15745,834893.1
15746,705186.3
15747,340356.47
15748,409489.47
15749,720682.2
15750,208428.03
15751,298401.1
15752,374748.6
15753,350975.47
15754,477410.78
15755,476193.6
15756,1001299.4
15757,494971.78
15758,406531.8
15759,318008.1
15760,611990.7
15761,1114615.9
15762,427472.94
15763,420282.44
15764,294990.22
15765,390985.53
15766,404157.0
15767,743961.7
15768,699379.06
15769,592724.0
15770,385277.72
15771,1669414.6
15772,294409.72
15773,392459.62
15774,461653.9
15775,390741.28
15776,427990.84
15777,430442.4
15778,366405.7
15779,227940.52
15780,364195.3
15781,439329.78
15782,451325.16
15783,802693.44
15784,254385.47
15785,497157.1
15786,492447.47
15787,438003.72
15788,256913.58
15789,328189.2
15790,438171.78
15791,785383.8
15792,538045.44
15793,403398.22
15794,321787.0
15795,316784.9
15796,2046875.0
15797,346541.16
15798,760601.75
15799,301532.47
15800,283742.84
15801,386651.53
15802,335882.47
15803,248571.64
15804,873162.7
15805,451436.22
15806,244671.61
15807,491876.9
15808,506359.72
15809,655847.3
15810,386027.84
15811,388269.7
15812,656812.94
15813,466809.03
15814,323127.16
15815,364347.34
15816,299054.03
15817,721380.44
15818,310089.53
15819,615534.6
15820,378930.34
15821,260540.02
15822,437842.0
15823,1284729.1
15824,239335.36
15825,378700.44
15826,432028.78
15827,571983.6
15828,336464.12
15829,282108.7
15830,709721.94
15831,508223.03
15832,482626.88
15833,273415.72
15834,403437.22
15835,353134.94
15836,347078.7
15837,396360.53
15838,767346.4
15839,403220.34
15840,231873.77
15841,397921.78
15842,3272214.8
15843,286468.03
15844,350307.94
15845,423321.97
15846,484765.1
15847,238440.61
15848,395359.78
15849,353828.03
15850,455372.72
15851,339808.97
15852,585864.44
15853,730922.6
15854,1625199.6
15855,346811.94
15856,342940.6
15857,468948.75
15858,363421.16
15859,250414.53
15860,338351.6
15861,120030.22
15862,411037.56
15863,500373.22
15864,380017.47
15865,426714.16
15866,468896.9
15867,394146.34
15868,270740.1
15869,232525.67
15870,278353.56
15871,492841.53
15872,430321.16
15873,565450.6
15874,557173.06
15875,305518.84
15876,611014.9
15877,394003.78
15878,587126.94
15879,431962.28
15880,454613.44
15881,297833.78
15882,556440.7
15883,504431.53
15884,502534.38
15885,328244.62
15886,227599.77
15887,300205.9
15888,394336.5
15889,853322.56
15890,459947.2
15891,416138.1
15892,474642.16
15893,303356.25
15894,297841.44
15895,946188.4
15896,247150.14
15897,225965.97
15898,324709.97
15899,1536540.6
15900,268430.44
15901,283436.16
15902,323153.4
15903,298748.03
15904,2555362.8
15905,564667.6
15906,295698.97
15907,617751.44
15908,390429.22
15909,450997.47
15910,682903.75
15911,347069.7
15912,356283.03
15913,325115.78
15914,297600.22
15915,401647.8
15916,1052676.2
15917,316272.88
15918,284902.5
15919,927062.5
15920,445561.94
15921,706603.9
15922,660043.4
15923,544389.44
15924,667135.0
15925,188217.83
15926,450119.16
15927,430136.16
15928,471142.9
15929,877539.75
15930,400732.66
15931,399939.66
15932,219287.6
15933,499574.47
15934,465411.6
15935,393345.62
15936,355746.16
15937,677327.9
15938,552552.0
15939,1586521.9
15940,411018.53
15941,405048.84
15942,422945.34
15943,593314.25
15944,425671.34
15945,518058.22
15946,353495.88
15947,1886434.5
15948,458059.78
15949,401037.1
15950,706224.8
15951,288712.12
15952,613488.25
15953,380750.2
15954,511041.78
15955,334399.7
15956,252940.1
15957,696553.75
15958,282842.47
15959,266571.16
15960,316284.28
15961,343050.12
15962,2107267.8
15963,238765.75
15964,1010279.56
15965,340873.9
15966,464465.4
15967,268124.47
15968,438916.66
15969,376859.06
15970,395019.78
15971,272303.28
15972,513594.22
15973,316415.66
15974,318210.1
15975,305159.97
15976,368550.66
15977,253378.58
15978,755200.3
15979,495964.84
15980,1005245.6
15981,384319.16
15982,232422.42
15983,356410.16
15984,255128.17
15985,325070.1
15986,246382.67
15987,423604.6
15988,401124.4
15989,416484.66
15990,595183.2
15991,453535.1
15992,252259.27
15993,553504.2
15994,526376.2
15995,415556.88
15996,611009.56
15997,1014144.9
15998,1053485.0
15999,344377.2
16000,449708.47
16001,1617346.6
16002,612986.4
16003,1136125.6
16004,435719.97
16005,459285.16
16006,342056.97
16007,474225.78
16008,343091.3
16009,377094.1
16010,288428.9
16011,388649.66
16012,499547.3
16013,244150.17
16014,428735.38
16015,294437.22
16016,545005.3
16017,650753.2
16018,311358.22
16019,264610.22
16020,479217.22
16021,285765.72
16022,314716.12
16023,489763.78
16024,996142.75
16025,310386.16
16026,952656.56
16027,854578.2
16028,692614.94
16029,757006.56
16030,305816.53
16031,393583.7
16032,437887.0
16033,278019.25
16034,295804.84
16035,393365.28
16036,578351.7
16037,376496.53
16038,404867.75
16039,623356.0
16040,188730.56
16041,417600.22
16042,473322.34
16043,319893.16
16044,248805.77
16045,272756.44
16046,412234.28
16047,765933.75
16048,243303.89
16049,361049.28
16050,381664.47
16051,762112.75
16052,521608.1
16053,664365.5
16054,477006.8
16055,349433.1
16056,295395.1
16057,266524.2
16058,410574.44
16059,413659.28
16060,412800.9
16061,413045.62
16062,669823.94
16063,290230.47
16064,768136.75
16065,1087819.6
16066,420958.75
16067,630996.44
16068,372451.03
16069,345803.12
16070,583352.7
16071,512916.62
16072,457080.2
16073,320435.6
16074,328596.8
16075,340998.78
16076,815430.44
16077,684604.9
16078,320190.78
16079,272842.03
16080,405769.22
16081,411502.25
16082,492871.34
16083,954364.7
16084,313725.4
16085,513542.6
16086,541227.8
16087,390055.6
16088,309789.6
16089,410601.03
16090,277423.9
16091,356474.28
16092,546531.5
16093,1967869.8
16094,689828.9
16095,1029124.0
16096,272757.06
16097,297535.16
16098,437582.28
16099,436833.06
16100,656081.75
16101,447464.78
16102,227321.25
16103,476157.84
16104,502118.7
16105,634361.75
16106,315185.9
16107,691971.44
16108,289659.28
16109,263646.0
16110,225805.73
16111,304623.84
16112,247654.83
16113,296839.44
16114,557300.3
16115,456623.16
16116,675826.8
16117,335003.16
16118,372597.16
16119,456002.88
16120,446370.0
16121,423469.97
16122,327370.6
16123,441277.97
16124,681017.8
16125,362451.22
16126,476044.4
16127,2540936.2
16128,414685.9
16129,318582.56
16130,280437.06
16131,280792.1
16132,917934.56
16133,925260.3
16134,319277.78
16135,294772.72
16136,435586.72
16137,536750.94
16138,328356.72
16139,436988.78
16140,496804.34
16141,348406.56
16142,524522.5
16143,518275.3
16144,354531.2
16145,360964.75
16146,341998.4
16147,1661457.4
16148,349205.72
16149,254171.12
16150,240799.19
16151,329281.25
16152,764308.94
16153,536017.5
16154,210009.61
16155,502136.0
16156,628897.6
16157,389765.22
16158,383741.7
16159,427888.8
16160,414311.97
16161,1731346.8
16162,528324.3
16163,331808.22
16164,259176.28
16165,303527.1
16166,462120.34
16167,315675.1
16168,358452.4
16169,431805.72
16170,888550.0
16171,1077819.6
16172,350839.72
16173,530948.8
16174,375023.0
16175,294913.12
16176,355340.4
16177,383512.88
16178,329839.78
16179,618272.3
16180,210768.03
16181,393772.78
16182,366275.4
16183,448538.94
16184,1191284.6
16185,476967.1
16186,356879.94
16187,371469.72
16188,314057.78
16189,921344.7
16190,301409.4
16191,323854.72
16192,683859.3
16193,261754.14
16194,304506.8
16195,472458.06
16196,330801.16
16197,1140325.4
16198,491842.28
16199,620992.4
16200,505126.03
16201,401826.66
16202,409815.03
16203,658524.56
16204,245866.61
16205,445410.16
16206,481925.16
16207,173722.48
16208,481359.47
16209,365467.2
16210,360645.03
16211,610929.2
16212,190977.14
16213,406542.12
16214,329778.97
16215,461124.78
16216,1475335.4
16217,366870.66
16218,479401.66
16219,411843.9
16220,978543.6
16221,280366.22
16222,313126.78
16223,1020644.44
16224,500873.4
16225,435567.12
16226,429667.9
16227,1006426.7
16228,1746480.2
16229,1089187.4
16230,567881.4
16231,547948.56
16232,491900.78
16233,288366.5
16234,241754.23
16235,375245.4
16236,429230.3
16237,638324.3
16238,848604.9
16239,314265.9
16240,259316.05
16241,472706.22
16242,550030.94
16243,434247.38
16244,325775.47
16245,340604.3
16246,370544.12
16247,362244.4
16248,344674.03
16249,303698.1
16250,392570.47
16251,317399.06
16252,534027.4
16253,447551.44
16254,350610.56
16255,458276.34
16256,304783.28
16257,562854.7
16258,362522.4
16259,549036.44
16260,404340.78
16261,457484.22
16262,269481.88
16263,316300.72
16264,603960.3
16265,383136.03
16266,271862.28
16267,273418.75
16268,767213.25
16269,320594.06
16270,1682470.1
16271,374611.94
16272,618411.8
16273,1281034.6
16274,931160.6
16275,341504.34
16276,356841.66
16277,413487.16
16278,837971.44
16279,695071.1
16280,206900.11
16281,323149.6
16282,353472.62
16283,485666.03
16284,450812.78
16285,740826.06
16286,291145.28
16287,1162924.4
16288,627033.06
16289,298929.06
16290,403502.22
16291,657780.2
16292,329238.28
16293,232491.89
16294,756863.44
16295,895943.5
16296,266024.44
16297,248827.89
16298,202234.42
16299,455953.12
16300,457113.34
16301,403827.94
16302,424595.72
16303,391885.34
16304,246140.6
16305,317062.12
16306,380970.1
16307,567565.5
16308,450674.28
16309,692608.7
16310,290515.62
16311,289498.16
16312,1219351.6
16313,230019.38
16314,1086327.9
16315,1065417.2
16316,567751.0
16317,537721.1
16318,599797.8
16319,412753.44
16320,522394.6
16321,474423.84
16322,263801.53
16323,268328.22
16324,361773.9
16325,377141.75
16326,350922.03
16327,417659.66
16328,1119600.4
16329,821942.7
16330,595846.9
16331,594062.2
16332,451986.22
16333,584733.0
16334,1157563.9
16335,442126.5
16336,430561.25
16337,473497.97
16338,451228.28
16339,496601.4
16340,265013.53
16341,364702.47
16342,434303.97
16343,893308.06
16344,709389.56
16345,432063.03
16346,637764.7
16347,785146.44
16348,349172.72
16349,344905.03
16350,576847.7
16351,460300.44
16352,609788.94
16353,554496.06
16354,661688.2
16355,229773.7
16356,551106.56
16357,207937.14
16358,343952.78
16359,664180.7
16360,638618.06
16361,382813.9
16362,301249.62
16363,540665.8
16364,757929.8
16365,264443.9
16366,356644.75
16367,676935.8
16368,284972.84
16369,331576.72
16370,523618.75
16371,462012.06
16372,360329.34
16373,531866.56
16374,788153.2
16375,768528.94
16376,315031.1
16377,391377.28
16378,413222.2
16379,472929.8
16380,402991.28
16381,327980.8
16382,231250.48
16383,231430.52
16384,196066.97
16385,587256.25
16386,912281.1
16387,482805.6
16388,378546.6
16389,595672.3
16390,484473.84
16391,1074244.1
16392,235821.78
16393,378201.16
16394,242452.92
16395,396628.2
16396,736850.3
16397,286698.3
16398,472882.47
16399,307075.1
16400,390556.78
16401,333939.2
16402,403465.03
16403,613484.0
16404,630590.56
16405,238227.83
16406,593184.56
16407,799519.8
16408,554786.4
16409,507547.34
16410,599603.56
16411,290497.56
16412,606022.94
16413,385132.75
16414,516146.12
16415,254638.78
16416,397699.78
16417,251541.69
16418,352621.25
16419,385299.94
16420,550658.94
16421,297583.16
16422,348310.88
16423,888355.44
16424,343535.66
16425,481826.12
16426,716175.56
16427,323362.34
16428,386598.9
16429,559828.7
16430,381852.9
16431,477386.5
16432,340464.47
16433,2119372.5
16434,436217.2
16435,1080682.1
16436,729033.94
16437,402086.47
16438,382497.47
16439,316961.44
16440,324670.78
16441,296616.34
16442,481180.84
16443,264824.78
16444,320751.66
16445,517658.75
16446,361215.34
16447,380904.06
16448,446644.25
16449,363400.66
16450,251077.17
16451,300363.16
16452,272817.1
16453,223797.77
16454,343847.56
16455,351710.0
16456,368050.16
16457,899956.7
16458,529391.3
16459,335736.97
16460,435047.47
16461,348830.1
16462,270146.25
16463,798528.75
16464,426867.4
16465,432152.62
16466,503404.16
16467,571106.8
16468,262827.25
16469,452016.94
16470,280699.6
16471,680854.1
16472,504212.16
16473,243355.22
16474,337520.06
16475,328601.4
16476,373959.1
16477,548908.75
16478,252722.23
16479,417243.53
16480,366164.28
16481,769363.3
16482,390340.03
16483,441230.0
16484,372590.66
16485,365895.03
16486,352427.4
16487,784319.56
16488,387133.34
16489,639470.06
16490,154934.92
16491,497141.6
16492,570530.56
16493,783477.94
16494,208894.3
16495,1006218.56
16496,334102.1
16497,388677.6
16498,490088.53
16499,296963.7
16500,1025096.94
16501,690180.06
16502,603566.1
16503,360099.97
16504,288074.47
16505,488181.16
16506,466541.62
16507,353421.56
16508,731637.25
16509,359610.25
16510,448532.16
16511,364414.78
16512,694245.8
16513,301259.6
16514,551450.7
16515,370810.72
16516,257885.52
16517,275188.03
16518,407097.38
16519,377428.94
16520,324128.84
16521,354686.53
16522,514551.47
16523,356914.72
16524,507497.9
16525,441826.6
16526,480758.22
16527,224555.02
16528,304739.12
16529,1109952.4
16530,411922.16
16531,320392.78
16532,321561.4
16533,940482.2
16534,272068.03
16535,436768.72
16536,537796.56
16537,325165.53
16538,662626.2
16539,687114.25
16540,371220.03
16541,465581.38
16542,256538.75
16543,389700.4
16544,416887.38
16545,339966.28
16546,280851.28
16547,406181.4
16548,320016.03
16549,787897.1
16550,1002131.56
16551,1189035.1
16552,362220.34
16553,522507.75
16554,1262600.1
16555,283238.06
16556,491660.56
16557,526662.75
16558,597483.9
16559,561674.8
16560,948263.56
16561,443504.84
16562,486259.97
16563,265779.78
16564,280454.2
16565,642719.8
16566,635105.8
16567,406759.1
16568,317963.2
16569,421316.72
16570,290147.66
16571,493182.34
16572,682555.06
16573,537126.7
16574,333780.66
16575,364035.28
16576,371633.06
16577,746489.3
16578,344329.6
16579,600062.8
16580,814125.25
16581,392285.5
16582,295009.84
16583,1021582.56
16584,360859.8
16585,301078.44
16586,482016.94
16587,434803.78
16588,482333.84
16589,414614.22
16590,305558.53
16591,406164.53
16592,438343.6
16593,347376.22
16594,526108.94
16595,314575.6
16596,315436.84
16597,396996.47
16598,369245.9
16599,587976.56
16600,396409.2
16601,226036.05
16602,442179.62
16603,346115.78
16604,297736.5
16605,530220.7
16606,335513.97
16607,349691.4
16608,1021518.0
16609,670192.2
16610,392138.84
16611,415604.97
16612,406385.38
16613,511872.1
16614,516571.9
16615,600029.9
16616,414162.56
16617,624497.9
16618,565819.0
16619,386109.84
16620,296540.72
16621,559926.6
16622,1059176.9
16623,276347.97
16624,234250.44
16625,369606.6
16626,433006.6
16627,168722.89
16628,316900.7
16629,807003.56
16630,394351.84
16631,266228.97
16632,399218.34
16633,455844.47
16634,948651.44
16635,480124.4
16636,315767.22
16637,540080.0
16638,423873.9
16639,745029.2
16640,1975124.4
16641,1106910.1
16642,374217.75
16643,492277.4
16644,382104.9
16645,451682.03
16646,491965.72
16647,252366.8
16648,655250.06
16649,439390.3
16650,289305.28
16651,383733.9
16652,634397.06
16653,371007.97
16654,386548.7
16655,354841.47
16656,455695.03
16657,566270.9
16658,946614.94
16659,404449.78
16660,303196.88
16661,246170.14
16662,645639.9
16663,387566.97
16664,839729.5
16665,487435.0
16666,606546.3
16667,442793.28
16668,392013.28
16669,425652.78
16670,286714.47
16671,748146.56
16672,417345.16
16673,391610.66
16674,467371.34
16675,1021557.06
16676,285852.56
16677,287930.12
16678,483926.7
16679,280343.97
16680,389565.78
16681,338445.88
16682,782214.2
16683,335655.06
16684,164921.61
16685,391096.34
16686,477023.22
16687,523152.2
16688,912146.94
16689,437506.72
16690,260722.78
16691,466901.38
16692,322649.53
16693,482124.34
16694,756311.94
16695,267304.75
16696,389133.66
16697,399959.78
16698,389247.28
16699,545720.06
16700,520833.66
16701,337866.16
16702,897970.8
16703,891541.7
16704,872901.9
16705,817506.7
16706,435018.4
16707,565593.2
16708,660897.7
16709,578586.8
16710,524768.44
16711,389495.03
16712,246208.19
16713,334092.8
16714,426474.16
16715,340493.03
16716,347891.66
16717,857449.7
16718,324975.22
16719,344144.4
16720,336459.03
16721,430649.47
16722,523361.28
16723,409059.84
16724,356985.6
16725,274115.1
16726,1099493.1
16727,536882.06
16728,285444.56
16729,249995.83
16730,330491.3
16731,448117.44
16732,367429.22
16733,387958.03
16734,282229.4
16735,401931.3
16736,410512.44
16737,1026124.94
16738,325680.75
16739,525703.2
16740,322528.38
16741,571269.7
16742,325585.44
16743,510333.28
16744,339283.6
16745,525298.7
16746,343732.16
16747,860148.8
16748,944478.56
16749,448986.9
16750,385563.4
16751,482126.9
16752,484101.47
16753,553643.75
16754,433039.53
16755,784985.06
16756,493040.6
16757,534559.9
16758,259554.78
16759,650422.7
16760,348083.94
16761,217642.08
16762,372845.03
16763,466944.03
16764,501595.1
16765,486197.97
16766,579226.2
16767,441353.03
16768,532726.75
16769,309388.78
16770,265963.47
16771,927127.06
16772,804384.06
16773,422284.5
16774,413495.34
16775,1075452.9
16776,277975.9
16777,341985.12
16778,500358.25
16779,610156.75
16780,1034833.94
16781,467469.1
16782,378103.44
16783,437934.6
16784,785523.1
16785,304634.47
16786,342722.6
16787,317300.9
16788,538345.3
16789,450140.22
16790,348891.12
16791,420895.84
16792,378260.2
16793,465205.47
16794,438250.06
16795,645963.56
16796,412264.78
16797,405557.03
16798,391518.9
16799,497076.34
16800,470147.44
16801,574771.2
16802,573402.06
16803,197433.98
16804,597584.8
16805,252880.92
16806,514236.3
16807,243307.67
16808,313049.47
16809,300025.22
16810,331368.84
16811,909049.06
16812,313445.03
16813,212290.36
16814,416801.72
16815,926225.6
16816,943790.06
16817,365921.84
16818,389437.16
16819,549387.8
16820,386164.38
16821,193698.39
16822,418367.9
16823,230433.83
16824,313333.97
16825,292391.28
16826,856010.8
16827,383042.16
16828,563731.3
16829,293269.94
16830,340736.03
16831,517062.1
16832,228135.0
16833,358676.1
16834,647924.8
16835,376546.9
16836,384147.4
16837,677311.4
16838,207556.45
16839,401325.7
16840,345868.97
16841,327462.6
16842,310584.0
16843,567413.9
16844,375889.84
16845,630648.44
16846,627527.4
16847,451494.06
16848,453722.47
16849,286301.1
16850,262894.47
16851,521387.53
16852,317558.66
16853,294398.34
16854,902207.3
16855,403592.47
16856,289417.25
16857,1087219.4
16858,378669.16
16859,284620.0
16860,400581.22
16861,233675.31
16862,634652.6
16863,433256.47
16864,295079.97
16865,981569.2
16866,302919.12
16867,627463.56
16868,392917.1
16869,512078.1
16870,618950.7
16871,1087018.6
16872,582179.4
16873,1315223.4
16874,224282.92
16875,371198.97
16876,408627.4
16877,316596.34
16878,368771.97
16879,470859.78
16880,334307.1
16881,479274.97
16882,478237.47
16883,270988.53
16884,317747.2
16885,432434.94
16886,379192.78
16887,333296.0
16888,423195.34
16889,504537.6
16890,330504.53
16891,270921.88
16892,394532.62
16893,376455.97
16894,517420.3
16895,295159.56
16896,739466.94
16897,302460.12
16898,381830.6
16899,321712.72
16900,291704.0
16901,437828.84
16902,596546.7
16903,331450.12
16904,598632.3
16905,566404.25
16906,333446.94
16907,1188381.1
16908,360688.12
16909,594462.94
16910,279035.16
16911,270683.53
16912,224495.27
16913,297229.53
16914,462359.78
16915,414450.97
16916,388767.53
16917,348483.0
16918,233817.67
16919,250282.7
16920,399860.1
16921,456080.22
16922,431162.03
16923,261539.42
16924,347280.78
16925,851055.0
16926,647400.4
16927,288059.62
16928,265678.03
16929,291444.4
16930,286969.3
16931,713863.94
16932,526304.3
16933,457278.53
16934,344501.22
16935,313655.62
16936,377272.22
16937,649608.94
16938,485335.06
16939,389007.44
16940,838220.56
16941,331185.84
16942,413296.88
16943,1079443.6
16944,682599.94
16945,257511.33
